   -0.000805 -0.000797073    -0.999999
    0.125539    -0.674448    -0.727571
   -0.783787     0.382175    -0.489509
    0.608208     0.631714    -0.480646
     11.8088      1.68207     0.406035
  -0.0755427     0.891324     0.447029
    0.900715    -0.131338     0.414082
    0.427793     0.433927    -0.792907
     10.9584      2.34333     0.411326
    0.750076    0.0873871    -0.655553
     0.53775    -0.657598     0.527627
   -0.384983    -0.748283    -0.540241
     10.0942      2.74291     0.503684
    0.833334    -0.436997      0.33851
   -0.426297    -0.118226     0.896824
   -0.351889    -0.891659    -0.284812
     9.16232      3.29332     0.473805
  -0.0407683    -0.679199     0.732821
   -0.614381     0.595432     0.517684
   -0.787955    -0.429126    -0.441562
     8.40692      3.89613     0.534332
   -0.832465    -0.259734    -0.489428
   -0.347793     0.932576     0.096653
    0.431325      0.25068    -0.866671
     7.56792      4.35682     0.522731
   -0.500818     0.570763     0.650701
  -0.0891022     0.713784    -0.694675
   -0.860954    -0.405885     -0.30662
     6.76976      4.97381     0.547801
    0.193694    0.0459784     0.979984
   -0.789415    -0.585788     0.183512
    0.582501    -0.809159   -0.0771677
     5.93702      5.36643     0.631544
    0.520311     0.752097     0.404507
    0.781353    -0.610419     0.129907
    0.344622     0.248471    -0.905261
     5.07285      6.02937      0.62953
    0.340635     0.250999    -0.906072
    0.837651    -0.518672     0.171231
   -0.426976      -0.8173    -0.386928
     4.24368      6.57379     0.657808
    0.519649     0.482498    -0.705096
    -0.41878    -0.575492    -0.702447
   -0.744706     0.660306   -0.0969936
     3.50026      7.09501     0.696589
   -0.325363      0.88922       0.3216
    0.945278      0.31459     0.086502
  -0.0242528     0.332146    -0.942916
     2.66942      7.63929     0.786984
    0.469059    -0.860456    -0.198993
    -0.88122    -0.441039    -0.170104
   0.0586035     0.255145    -0.965125
     1.82507      8.21843     0.944005
   -0.762116    -0.284617     0.581525
   -0.542946     0.770239    -0.334577
   -0.352687    -0.570723    -0.741544
     0.98342      8.67943     0.938707
    0.839931    -0.540812    0.0451514
   -0.309662     -0.40928     0.858254
   -0.445674    -0.734855    -0.511235
   0.0915247      9.28033      1.02186
    0.656212    -0.559957     0.505801
   -0.663317    -0.747615    0.0329065
    0.359718      -0.3571    -0.862022
   -0.646739       9.6342     0.986094
   -0.790829    -0.431441     0.434105
   -0.524412     0.843366    -0.117155
   -0.315564    -0.320299    -0.893212
    -1.51365      10.3235      1.08681
   -0.343594    -0.782783     -0.51884
    -0.83794     0.504992    -0.206978
    0.424029      0.36364    -0.829437
   -0.930254      11.1038       1.2073
   -0.506029    -0.781035    -0.365951
   -0.144668    -0.341415     0.928712
   -0.850298     0.522897    0.0597749
   -0.137795      10.6093      1.09473
    0.122194    -0.875391     0.467717
   -0.974005   -0.0152007     0.226014
   -0.190741    -0.483176    -0.854493
    0.725867      10.0615      1.05144
   -0.411187     0.823971    -0.389868
    0.257052     0.515152     0.817645
    0.874557     0.235989    -0.423627
      1.5039      9.49875     0.977003
    0.439287    -0.695976     0.568018
   -0.806633    -0.583909   -0.0916217
    0.395437    -0.417934      -0.8179
      2.3531      8.99435     0.954905
    0.918839    -0.362354     0.156315
   -0.354456    -0.583663     0.730547
   -0.173481    -0.726662    -0.664731
       3.158      8.39237     0.903553
     0.30566     0.951605   -0.0319204
    0.715897    -0.207588     0.666632
    0.627745    -0.226615    -0.744703
     3.97856       7.9395     0.700974
    0.342645    -0.866591     0.362786
   -0.449698     0.187755     0.873224
   -0.824843     -0.46235    -0.325371
     4.73611      7.40712     0.774248
   -0.574631     0.524905    -0.627913
    0.361601      0.85112     0.380579
    0.734197  -0.00836151    -0.678885
     5.59528      6.86134      0.78246
    0.990674   -0.0141337      0.13552
  -0.0540696    -0.953721     0.295791
    0.125068     -0.30036    -0.945591
     6.45521      6.24756     0.777107
  -0.0388851     -0.54742     0.835954
   -0.925641     0.334862     0.176226
   -0.376399    -0.766941    -0.519735
     7.32084      5.73012     0.694588
   -0.106607    -0.826082    -0.553374
   -0.982392   0.00162987     0.186825
    -0.15343     0.563548     -0.81171
     8.14786      5.23869     0.633789
   -0.811131     0.408023    -0.419027
    0.528059     0.818919    -0.224777
    0.251436    -0.403595    -0.879711
     8.95693      4.66033     0.581383
   0.0980209     0.931645    -0.349899
    0.639627    -0.328333    -0.695036
    -0.76241    -0.155677    -0.628089
     9.70519      4.03497     0.561598
    0.430466    -0.113155     0.895486
   -0.810435    -0.485216     0.328269
    0.397359    -0.867042    -0.300574
     10.6638      3.59308     0.533232
   -0.719715     0.431463     0.543921
  -0.0373182     0.758269    -0.650873
   -0.693266    -0.488741    -0.529636
      11.522      3.15161      0.46407
   -0.123559    -0.489002    -0.863487
   -0.631249     0.710132    -0.311828
    0.765675     0.506547    -0.396425
     12.3319      2.55845      0.53971
   -0.288798     0.914953      0.28188
    0.644659     0.403519    -0.649298
   -0.707821  -0.00579926    -0.706368
     13.1141      1.95317     0.393486
    0.058311    -0.119369     0.991136
   -0.931185    -0.364383    0.0108989
    0.359852    -0.923567    -0.132402
     13.8552      1.50789     0.372636
   -0.493925     0.762574    -0.417754
    0.665729    0.0226046    -0.745851
   -0.559324    -0.646506    -0.518833
     14.7669     0.825592     0.340316
     0.15405     0.137578     0.978438
    0.708511    -0.705591   -0.0123378
     0.68868     0.695135    -0.206172
     15.3321      1.76259     0.562934
     0.61254     0.283342    -0.737911
    0.531777    -0.838412     0.119496
   -0.584815      -0.4656    -0.664235
     14.4932      2.23137      0.47495
   -0.610809    -0.397803    -0.684591
    0.361319     0.629307    -0.688057
    0.704529    -0.667627    -0.240652
      13.765      2.73945     0.504838
    0.474121     0.743095     0.472249
    0.116151    -0.584467     0.803061
    0.872765    -0.325896    -0.363419
     12.9406      3.31014     0.547576
   -0.265228    -0.203374     0.942493
   -0.785075     0.613024   -0.0886491
   -0.559742     -0.76344    -0.322255
     12.0179      3.92748     0.526137
    0.958624   -0.0749169      0.27464
   0.0855851    -0.844273    -0.529036
    0.271505     0.530651    -0.802929
      11.099      4.39453     0.579751
   -0.852883    -0.349383    -0.387972
    0.254351     0.370907    -0.893159
    0.455956    -0.860442    -0.227474
     10.3026      4.95422     0.593596
   -0.450916     0.869426     0.201925
    0.435454     0.411764    -0.800519
   -0.779137    -0.273038    -0.564266
     9.48648      5.53876     0.589228
   -0.339219     0.383451    -0.859008
    0.777466    -0.399809    -0.485488
     -0.5296    -0.832537    -0.162498
     8.68868      6.07673     0.681659
   -0.449963     0.478856    -0.753811
   -0.367581     0.669962     0.645007
     0.81389     0.567316     -0.12544
     7.95474      6.51627     0.790833
   -0.349144     0.759783     0.548479
    0.739555    -0.136026     0.659208
    0.575463     0.635788    -0.514408
